gene	CGC	OncoKB	2020Rule	CTAT	Oncogene	TSgene
BTBD10						
GJA1						TSG
DIRC1						
PCLO						
CCDC27						
SLC25A51						
RENBP						
ITGB5						
SMCR8						
EXT2	TSG					TSG
PLBD1						
TMEM181						
APOLD1						
CCDC7						
MTG2						
DNAL4						
OR51B6						
CYSTM1						
CGAS						
CSNK1A1						TSG
CASD1						
COX19						
MOV10L1						
CT47A9						
LRFN1						
XKR3						
FAM163B						
HIST1H2BO						
LUZP4						
CACNA2D4						
ZNF141						
FGF13						
FZD4						
NAA15						
MGP						
SUSD4						
RBM24						
KIF15						
VDAC3						
C17orf49						
NPAS4						
ISM2						
TMEM9						
APBA1						
EPC1						
FER1L6						
RRN3						
FSCB						
AQP1					ONC	
PSME2						
TIMELESS						
GRID1						
SH2D7						
ADAT2						
GPR84						
SLC44A3						
ZSCAN30						
CPM						
DNAJB1	ONC					TSG
TRPM8						
HSDL2						
TRIM34						
MTBP						
ANPEP						
BGLAP						
PSMD13						
CHMP7						
MT3						
CDKAL1						
TMX1						
MEFV					ONC	
C15orf65	ONC					
RAB11A					ONC	
ATF2						
ZSWIM3						
ZNF782						
MAP3K2						
SIRPB2						
MYSM1						
ANO2						
RTRAF						
OR4F4						
C16orf46						
HACL1						
TELO2						
MYO18B						TSG
PTPRG						
HDAC6						
F3						
CEACAM20						
C1orf74						
S1PR3						
EHF						TSG
GOLGA8A						
FSHR						
SASH3						
PRAMEF6						
TSPAN19						
CDC40						
SDHAF4						
CYP2F1						
VPS37D						
NTMT1						
TXNL4A						
CDKN1C						TSG
LRRN1						
RERG						
ADRA2B						
FOSB						
NACA2						
DEFB116						
YAE1						
BCAM						
MOB1B						TSG
BRD3	ONC					
WAS	ONC					
CHRND						
NRROS						
CGB3						
NRIP1						
LRRC28						
PMF1						
EMR1						
SLC5A8						TSG
FBXO48						
MYORG						
MLLT3	ONC				ONC	
BCO1						
C7orf71						
C1QTNF5						
GJC1						
KRTAP10-7						
LIMA1						TSG
RAB33A						
PLEKHO1						TSG
SLC24A1						
ABCA3						
PDPR						
CRYBG2						
PCF11						
TMEM184B						
CCBL1						
KCNK3						
ASPHD2						
CCDC116						
PTPRC	TSG			PSSIBLE_ONCOGENE		TSG
SPDYE2						
DENND3						
FBXO25						TSG
STK10						TSG
EIF4A1						
STUB1						
CHIC1					ONC	
SLC22A13						
GPNMB						
SCD5						
BASP1						TSG
MELK						
PPP2R5B						
GCK						
PLA2G12A						
SLC16A12						
KRT9						
C2orf70						
C3orf58						
PAX4					ONC	TSG
NCKIPSD	ONC					
PPP1R16A						
NAP1L2						
FAM43B						
MARCH4						
GATSL3						
HNRNPAB						
C17orf58						
EFNA5						TSG
NDUFA3						
ELMSAN1		TSG				
TYSND1						
TMOD3						
POU2F1						
CD302						
ISG20L2						
F2RL2						
KLHL1						
PDCL2						
CPNE4						
FHIT	ONC/TSG					TSG
PRSS57						
SLC10A2						
NRP1						
DNAAF5						
IFI44						
ARL17A						
KIF3B						
PRDX2						
ANGPT1						
C14orf183						
ZNF583						
KRT4						
NQO2						
C19orf66						
SSR2						
HNF4A						TSG
IRF9						
ADK						
PIWIL1					ONC	
ADAM22						
ICAM1						
ZNF132						
INPP5E						
HPCA						
HTR6						
GRIA2						
TMEM243						
AATK						
SLC22A17						
CNGA1						
PAQR4						
TRIM54						
SRCRB4D						
KRT39						
ATP5MGL						
C19orf52						
DDX21						
WFDC1						TSG
PIPOX						
TCF19						
MAFB	ONC	ONC			ONC	
IRGQ						
TCF3	TSG/ONC	TSG			ONC	
DNAJB5						
EFL1						
MOGAT2						
RNF187						
ATRIP						
TBC1D8						
MPP2						
GAB4						
EIF2A						
ANO9						
BCL2	ONC	ONC	ONC		ONC	
DGAT2						
TRIM6-TRIM34						
ATP5A1						
ODAM						
C1QTNF4						
HCCS						
KLHL23						
OPRPN						
ITPR1						
SELK						
NAMPT						
COL3A1	ONC					
CD226						
WDSUB1						
TRMU						
PPARD						
OTUD1						
PPP1CA						TSG
USP44	TSG					
IDNK						
WBP5						
PCCB						
RBP3						
MAP3K7					ONC	
KHDRBS1						
SOX17		TSG		PSSIBLE_ONCOGENE		
IFNA10						
MRPS17						
NID2						
SERPINB8						
FST						
CYP4F22						
BZW1						
IGK	ONC					
TM6SF2						
RAD17	TSG					
RGS13						
TMEM127	TSG	TSG				TSG
TRPV4						
TMEM251						
CD59						
RTL6						
SLC9A2						
IFNA16						
INSL4						
SALL2						TSG
HSPB8						
TM4SF18						
ZNF502						
ZNF337						
RARS2						
AURKA		ONC			ONC	
CLEC12B						
NUDT11						
ZNF45						
NRXN2						
APCDD1						
MRGPRE						
CLK4						
SLC17A4						
PAQR7						
RAB6A						
FGF1						
DOPEY2						
RASL10A						TSG
THAP7						
CCDC142						
FADD						TSG
ADAM32						
OMA1						
HENMT1						
RDH12						
PMM1						
ZNF586						
RNF144A						TSG
AAAS						
ZNF572						
MARCO						
DCX						
ELMOD3						
ASAH2B						
ZNF709						
PIK3R1	TSG	TSG	TSG	TSG	ONC	
NPPB						
JMJD6						
MRAP						
ZNF280A						
XIRP2						
MLN						
LGALS8						
DDX17						
CEACAM3						
RPLP1						
BNC2						
PROSER3						
C12orf42						
OR5K4						
CA5B						
FUK						
NKAP						
TARS						
EPN2						
OGFOD1						
ADRM1						
CENPN						
KCNIP3						
NAA10						
GDF3						
FAM83B						
OR4M2						
SSTR1						
FN1						
VPS25						
ID4						TSG
KLHL31						
WDR62						
CDK10						
ARMC3						
NUAK1						TSG
SMS						
KRTAP19-7						
BBS1						
VBP1						
GJA4						
MUC5B						
ZNF543						
PHYHIPL						
MMP10						
PCSK4						
PLB1						
CCDC102A						
NFYA						
AICDA						
MROH8						
TMEM130						
UFD1L						
ATAD5						
OR2T5						
PACSIN3						
FBXO41						
CENPU						
RPS14						
NME6						
DRP2						
MAP1S						
SNTG1						
TRO						
CCRL2						
DEPP1						
RRAD						
ZNF529						
MAPRE3						
SPTA1						
RPS27A						
PWWP2B						
RPA4						
SLC4A8						
C7orf34						
OR5D18						
C10orf53						
TAAR5						
CPT1B						
CASC4						
ARVCF						
PLCB4						
FIG4						
FOSL1					ONC	
MS4A15						
OR8G1						
KCNMB4						
DNAAF3						
KLF7						
HSD17B1						
STIM2						
PTOV1						
LSM1					ONC	
TRPM3						
CYP8B1						
RBMY1E						
SLC1A7						
LGALS13						
BUD31						
VPS39						
CBARP						
TIGD6						
NXT2						
MRPL52						
OR2F2						
TRIM22						
CRP						
FBXL22						
RAB3IP						
KCNJ6						
ANKRA2						
TCOF1						
TMPRSS7						
ULBP2						
NOL12						
FDCSP						
TMEM2						
SUSD6						
PERP						
PSD4						
MLXIP						
CBX4						
IFT46						
NKX2-3						
MBOAT7						
PLEKHG4B						
WDR66						
NANS						
ZNF362						
SMCP						
UNC79						
PSG6						
SELENOO						
PLEKHB2						
CST1						
HRASLS						
RRAS		ONC			ONC	
ADIPOQ						
FAM166A						
CYB5R4						
ANGEL1						
IKZF3	TSG/ONC	TSG/ONC				TSG
BCLAF1						
PRAMEF19						
MKX						
MESDC2						
CPNE1						
QTRT2						
MCRIP2						
COQ3						
LRFN5						
PABPN1L						
GPSM1						
SYCE2						
CLCF1						
DDX56						
PWWP2A	ONC					
TWF1						
PPA2						
DBX1						
OS9						
PHF23						
MAN2A2						
REC8						
KLRC1						
IL10RA						
DUSP19						
RAB5B						
COX15						
TNF						
SKIDA1						
MIB1						
TSTD2						
SCARA5						
SASH1						TSG
PSMB6						
CHST8						
TDRD5						
RTN4RL1						
TMEM190						
GOLGA7B						
TAS2R38						
AP1G1						
GEMIN6						
ACY1						TSG
USP14						
AOC3						
PDE11A						
NBPF15						
ABCC6						
DHODH						
XPO5						TSG
ORAI1						
KLF1						
PPP1R21						
BIVM						
GLTPD2						
ZNF80						
IFNA4						
XAGE5						
CLASRP						
TMEM27						
RGS9						
PFAS						
TSC22D4						
CSF2RB						
SLC41A1						
TLX1NB						
S100A1						
SCNN1A						
AKAP10						
PLXNC1						TSG
SPRED3						
MYH9	ONC/TSG					TSG
TFDP3						
SMIM15						
CPB1						
NGFRAP1						
STMN1					ONC	
SIRPG						
PRICKLE4						
NXF3						
RBMX2						
PAX7	ONC					
CHIT1						
PSMD1						
FAAP24						
CCNT1						
TPGS2						
PI16						
USP42						
UBE2G2						
ADAMTS4						
CECR6						
PCDHGA7						
HEBP1						
CPLANE2						
SLC39A13						
GPIHBP1						
TBC1D12						
CD81						
LECT1						
XPO4						
MYH6						
MTMR10						
MYO15A						
TMUB2						
ZNF831						
WDR4						
CRTAM						
CAPN7						
DAZAP1				PSSIBLE_TSG		
SLC10A6						
ACLY						
NDFIP2						
PROC						
WWC2						
CTR9		TSG				
CALR	ONC	ONC				
WDR36						
CD109						
LARP4						
CCDC154						TSG
CBX3						
TP53INP2						
PGLS						
UQCRQ						
CD83						
CCNI2						
TRAPPC3L						
TRMT1L						
ADPGK						
TSSK1B						
XG						
LY6G6F						
THAP9						
TAS2R7						
NFS1						
GOLGA4						
CELF2						
CHMP4B						
LAIR1						
GALNT2						
PDZD9						
LSM7						
TBC1D9						
PSMG4						
GPR157						
NKAIN2						
KCND2						
NPEPPS						
WDCP	ONC					
KIF1C						
ZNF701						
RPLP0						
CCHCR1						
EIF5						
AQP6						
AFDN	ONC					
TPR	ONC				ONC	
RNF7						
C4orf46						
MAMLD1						
CREBRF						
HSPA1L						
NAPA						
SP3						
OR6C65						
PGP						
THEM4						
SDSL						
SFPQ	ONC/TSG				ONC	
CACUL1						
GTF2A1						
LDOC1L						
STPG2						
SYVN1						
RNF6						
SGCA						
SRPX2						
MMGT1						
CYP17A1						
ADRB1						
TMEM273						
PDP2						
SLC27A3						
ID2					ONC	
ZNF37A						
NEK11						
RCN2						
OR6K3						
UVSSA						
C5orf58						
SYT8						
DCAF7						
OPRK1						
KIF13B						
OPHN1						
RGS2						
APOE						
FAM92B						
ARMCX3						
MFSD4B						
USP7						
ENDOG						
PRKD1						
ASIC5						
MROH9						
YBX1					ONC	
SARDH						
APEX1						
TBKBP1						
GTSF1L						
JOSD1						
SMAD9						
OSTM1						
DNAJC16						
SART1						
UBE2G1						
DGKG						
C3orf43						
TMEM196						
CDC34						
MCM9						TSG
C21orf58						
DND1						TSG
TAPBP						
GTF2E2						
XAGE2						
PEX14						
P4HA1						
CDH1	TSG	TSG	TSG	TSG	ONC	TSG
DCAF10						
DIAPH3						
SPA17						
MSMB						TSG
SYCE1L						
C9orf153						
KIAA1024						
KMT5A						
SRSF11						
ST6GALNAC5						
OR4F17						
HAO1						
PRR5-ARHGAP8						
HPCAL4						
CUTC						
AK9						
CDC23						
PBX2					ONC	
SLC6A8						
IZUMO1						
ATP11B						
RPS7						
USP4					ONC	
OR1K1						
EXOSC6						
ZNF415						
AGXT						
KRT18						
MND1						
TRRAP	ONC					
ARID1B	TSG	TSG	TSG			
LYRM1						
SYCP2						
PDE5A						
ATP6V1G1						
C10orf35						
NAP1L3						
CIART						
NAV1						
PRPS1L1						
DYRK1B						
TGFA						
KRTAP21-2						
CHIA						
XDH						
CLEC4A						
HADH						
TRIM35						TSG
C14orf105						
TUBA3E						
ZUFSP						
SLPI						
LRRC34						
TXLNA						
SLC9B1						
FAM83D					ONC	
DCTPP1						
NCOA2	ONC					
TOLLIP						
TEX29						
ZNF226						
ODF3L2						
GALNT3						
TFE3	ONC	ONC			ONC	
GBX1						
ARHGAP17						
BCKDK						
NSMCE1						
SPINT2						TSG
IQCF1						
RPL26L1						
HSD17B3						
WASHC2C						
AMER3						
CBLN1						
FOS					ONC	
CNIH2						
ORC5						
PLAU						
BPTF						
ST5						TSG
VPS13C						
ARL4D						
IL12RB1						
ZSWIM4						
RNF14						
PLEKHG1						
BAK1						
MYO9B						
ACAD8						
ZNF554						
ANKRD12						
SULT1C3						
CT45A4						
CLCNKB						
IRX6						
MSMP						
CCS						
OR10C1						
GREM2						
CTAGE4						
SULT1A3						
MOSPD3						
C1orf115						
NEK7						
ESF1						
SLC13A3						
DNAJB13						
PI4K2B						
SLC26A4						
CSMD3	TSG					
CXorf49B						
CPN2						
FBXO2						
SSNA1						
SLC1A5						
MATN3						
PCP4						
LEP						
LCN15						
C14orf39						
PYGO2						
KCNC2						
GNG8						
MSGN1						
PIGL						
FXYD2						
MRPL30						
SLC25A5						
XRCC6						
DSCAML1						
C16orf45						
TCN1						
HSPA12A						
SNX5						
MPDZ						
IL3		ONC				
DTWD1						
ATXN7L3B						
PURA						
SBSPON						
SPATA7						
ADAP1						
DDR2	ONC	ONC				TSG
STAG3L3						
KMT5C						
PTH1R						
U2AF2						
IRX1						TSG
LMNA	ONC					
FAM110A						
ELP1						
CATSPER4						
MANEA						
PIK3C3						
METTL21A						
NCAPH2						
DERL1						
ALPPL2						
IFFO1						
HS6ST3						
SRGAP3	ONC					TSG
TMCO1						
A1CF	ONC					
KRTAP6-3						
NHP2L1						
NUDT9						
PDLIM5						
SLC9C1						
TIAM1						
SLC31A2						
IMPG1						
HSPBP1						
TIGD5						
RPS21						
RMDN1						
CLIC5						
SHLD2						
CARF						
KCNK2						
RASAL1						TSG
SCAMP5						
CABLES2						
BAIAP2L1					ONC	
FAP						
MMS19						
SPACA9						
FIGF						
DUOXA2						
RBM4B						
VILL						
STAB1						
CFAP52						
EIF2B5						
HSPA9						
ARHGEF39						
ANXA10						
GPR146						
RPS20						
AKAP3						
BOLA2B						
RDX						
EOMES						
DEFA5						
SFR1						
INHBE						
OR2H2						
TTC22						
TIMM22						
DEFB130						
UGGT2						
FAM193B						
SLC8A2						
PKNOX1						TSG
CT47A5						
MYCN	ONC	ONC			ONC	
C19orf18						
HLA-DQA2						
PAQR5						
KDF1						
DHDH						
ZNF622						
LCE1A						
SPATA31A3						
CRCT1						
ACOT6						
FAM25C						
VMAC						
LHX1					ONC	
YIPF5						
NMB						
TERF1						
RHOT1						
DNASE1L1						
EMD						
KIAA0895						
DNAH3						
UPK1A						
MCPH1						TSG
SUOX						
AQP11						
LRRC31						
C1QTNF3						
NFATC3						
SYNRG						
POLR2J						
KLHDC7A						
LRWD1						
ATAD2B						
PHF3						
GSS						
BLOC1S1						
EDEM1						
GPR160						
BTG4						TSG
CUX1	TSG/ONC	TSG			ONC	TSG
NDUFS8						
NFE2L2	TSG/ONC	ONC	ONC	ONC		
TRIM6						
TMEM182						
GMFG						
FKBPL						
SHH						
TPO						
TOMM20L						
ABCF1						
ASB11						
NR0B1						
PDGFC						
FBXL5						
NSDHL						
KCNB2						
CHD1						TSG
PFKFB2						
AMT						
PAN2						
RIPOR1						
HNRNPM						
BRMS1L						
FBXO18						
MAGEB1						
JAZF1	ONC					
OR52B6						
GULP1						
FAM196A						
SPSB4						
SLC17A8						
DCAF5						
ABCC9						
SEPT12						
MAN2B2						
CLDN3						
CGREF1						
CD101						
CLUH						
TEX36						
UROD						
HSD17B7						
KLHL2						
RP9						
GSDMD						
RAET1E						
KLHL9						
ZFP37						
GAGE12E						
M1AP						
KANSL3						
ZBED9						
TMTC3						
ATG2A						
TCEB3C						
HNRNPA0						
SEL1L						
PPP4R3B						
SESN1		TSG				
PRRX2						
DHX33						
CSAG1						
EIF1AX				PSSIBLE_ONCOGENE		
HSPA2						
ABLIM1						
MT1H						
COX5B						
ANP32E						
RALY						
STARD3NL						
C1orf228						
CHPF						
TBCK						
EPHB4						TSG
TUBB6						
EMC2						
SCIN						
TMCO2						
DEFB114						
MFSD4A						
ANO5						
PGGHG						
RNF169						
DNAJC3						
GAREM2						
LRRC75B						
CCDC85A						
ESYT3						
C15orf32						
MAP7D1						
FICD						
NPIPB3						
FNDC11						
PPID						
PKLR						
IKZF4						
TM4SF20						
TNFRSF14	TSG	TSG				
KCTD10						
PODNL1						
S100A6						
ANKHD1						
MOSMO						
TTK						
TROVE2						
ZC3H18						
C10orf55						
CWC25						
MFF						
C21orf91						
TMEM241						
CCL4L1						
DKC1						
TMX4						
HDGFL1						
FGFR1OP2						
TBXAS1						
SLMO2						
SELM						
CCM2						
SPATA17						
ITIH3						
GCM2						
KIAA0247						
WNT1					ONC	
GAS1						TSG
BBX						
CEP192						
MAP3K7CL						
MXI1						TSG
NDUFAF7						
ROBO2	TSG					
RCHY1						TSG
TCTEX1D2						
SRA1						
ZMYM2	ONC				ONC	
TTC13						
ZNF737						
CNIH4						
PROM1						
FILIP1L						
IRGC						
LECT2						
C3orf27						
NCR3						
RAD51D		TSG				
SREK1IP1						
PGM3						
GRPEL2						
ZSCAN5B						
SLC44A1						
SYT13						TSG
DPF1						
TMX2						
TACR2						
SLC9A3R1						TSG
ZNF695						
DDX50						
ADGRF5						
SCAF1						
CLEC2D						
HEXIM1						
INPP1						
CYSLTR1						
FAM149B1						
TMC7						
ATP8B1						
ARMC5						TSG
SPINDOC						
HIC1						TSG
GPR143						
PIAS1						TSG
TRIP4						
TMEM102						
CYP4V2						
GARNL3						
CARKD						
KLF3						
DDX52						
YTHDF1						
GLYATL1						
MCRS1						
GTF2H2						
MRGPRX1						
PLAC8L1						
ZSCAN25						
SRPK3						
PRDM2	TSG					TSG
FAM49A						
KCNQ5						
XPNPEP2						
FBXO40						
HIST1H2AE						
VWCE						
B9D1						
PRNP						
EXOSC4						
EPS8L3						
C6orf211						
NHLRC1						
IL11						
SKIL					ONC	TSG
NFXL1						
LPPR1						
CHAD						
ZCCHC8	ONC					
KIAA0101					ONC	
ELFN1						
HOXA2						
RAD54B						
HACD3						
EPHA8						
NAV2						
FBXO44						
IER2						
FASTKD1						
MED10						
HIST1H3G						
CBFB	ONC/TSG	TSG		PSSIBLE_TSG	ONC	
CAV2						
OR5D16						
TAS2R60						
PPP4R4						
ABHD4						
ACTN1						
DSC3						TSG
TMED8						
NLRX1						
STPG4						
TTL						
TBX1						
MELTF						
VGLL4						
APOH						
MSRA						
AMMECR1						
MIA3						
NUDCD2						
ZNHIT1						
SPOCK3						
CGB1						
TXNIP						TSG
TMEM26						
LDHC						
ADGRF4						
TANC1						
ATG4D						
PPAN						
ALDH8A1						
ATG13						
NBPF14						
OPRM1						
DNAJC12						
G3BP1						
CYFIP1						
SMC4						
C12orf36						
NDUFA4L2						
LIPC						
DLK2						
FBXW12						
CRYL1						
VAMP3						
CYP11B2						
OR1E2						
METTL5						
CCDC85C						
IGF1		ONC				TSG
SLC2A1						
TUBB						
MAGEB4						
NXF5						
NEK5						
RAB13						
SDCBP2						
SV2A						
EIF2B4						
FNDC3B					ONC	
ERAP1						
PPAPDC1B						
TCERG1L						
RSC1A1						
DEFB123						
RBM3					ONC	
CTDSP2						
KIAA2022						
MAGEA2B						
CCDC152						
PPP1R35						
HSBP1						
LCORL						
TRIT1						TSG
ATXN3L						
CNPY2						
PPT2						
TMEM14C						
PHKB						
TEX14						
AADACL3						
NDNL2						
WAPL					ONC	
GPR133						
GGNBP2						TSG
SETD3						
HPD						
SMPD3						
MVD						
FAM3B						
DBNDD2						
KCTD20						
BECN1						TSG
ANO3						
COLEC12						
PHKA2						
KIR2DS4						
RNASE6						
DNAJB11						
DDX59						
MAGED4						
NBAS						
ZNF570						
TMPRSS11B						
AP1S3						
EVX2						
FBXL7						
RAB40B						
CHSY3						
ZNF521	ONC					
WDR93						
BRF2					ONC	
NXNL2						
ATF7IP2						
RNF175						
UGT2B7						
GALNT4						
LYZ						
NDEL1						
RS1						
TSPO2						
HOMER1						
FAM92A1						
SEMA3B						TSG
PLIN4						
NKAIN1						
COG7						
TCIM						
NEUROD4						
ERN1						
TOR1A						
BNIPL						
TIMMDC1						
ABRACL						
PSEN2						
SRM						
KIAA1191						
PPP2R5C						TSG
MOG						
CCDC158						
NXPE1						
HSF5						
FEM1A						
SPINK7						TSG
FZD5						
UBE2H						
ATRX	TSG	TSG	TSG	TSG		
WDR47						
PPIC						
ZC2HC1B						
CSNK1A1L						
E2F5					ONC	
PABPC1L2A						
OR10G3						
C12orf50						
TMEM186						
TRIM63						
DOHH						
ALKBH2						
SEMG2						
CELSR3						
CASP9	TSG					
C5orf60						
ANKRD17						
CAT						TSG
PCDHB10						
EIF2S1						
SYNE2						
OMD	ONC					
CDC27						
MRPS23						
ARSI						
TPMT						
SERTAD3					ONC	
SERTAD2					ONC	
GPR75						
USP34						
NPHP1						
PIP4P1						
ACSS2						
RPRD1B						
CASK						
ASMT						
TUT7						
GINS3						
RIN1						
GPT2						
OVGP1						
IL18R1						
AMTN						
IL17RD						TSG
ATP5PO						
CSRNP2						
GLT8D1						
RHO					ONC	
SERPINB13						
CEP112						
FMO4						
SHC1						
CFAP70						
PMP22						
GUCA1C						
PLA2G6						
RTN2						
FLRT1						
SLC6A1						
ANXA1						TSG
CEL						
BIRC3	TSG/ONC				ONC	
NEUROD6						
ZBTB8OS						
TTF2						
EFCAB5						
CCDC148						
SNX9						
GOPC	ONC				ONC	
SMYD2						
OR9G9						
KLF13						
ZNF30						
ATP8B2						
OCA2						
FAM19A2						
TUBGCP5						
HGFAC						
MOGAT3						
FAM86B1						
C16orf80						
RYR3						
CD22						
CFAP77						
MED13L						
PAWR						TSG
CSAD						
MAX	TSG	TSG				TSG
OR4A16						
FGF10					ONC	
HPS4						
TIGD1						
ADAT1						
USP46						
SFXN1						
TBC1D26						
TMEM39B						
KAT2B						
AMOTL1						
SEC13						
SYAP1						
RINL						
OR5B3						
MAML3						
SLC11A1						
CCDC86						
AZU1						
MAST1						
SEL1L3						
ZNF358						
PTGER4						
CCDC167						
FGF2						
OPN4						
SLC27A4						
ZNF830						
CRIPT						
AIM1						
BEND6						
SCLY						
C2orf44						
RAP1A					ONC	TSG
CNTF						
CCDC106						
ABCG5						
GBX2						
ECHDC3						
FAM69A						
TESK2						
PJVK						
ZC3H8						
SLCO1B3						
SCGB3A2						
TLE4						
PRMT1						
ZNF713						
ARHGAP12						
DOCK1						
OR1M1						
TMCO4						
HDAC10						
RPS26						
RUFY4						
KCTD16						
FBXO30						
POLR1E						
SYT16						
AIG1						
SUMF1						
GPR78						
ONECUT2						
SQRDL						
EPB41L4B						
AWAT2						
CYP4F11						
CUL3	TSG			TSG		
SLC52A3						
CD180						
ROCK1					ONC	
ADORA2A						
SLIT3						
GBP3						
SUV39H2						
SCN1A						
CLEC1B						
NEK3						
EPS8L2						
CHID1						
EFS						
SPC24						
NLRP14						
USP35						
CENPQ						
LTBR						
OSBP2						
THRB						TSG
ARL13A						
SLC38A5						
NUP88						
PRKACA	ONC	ONC				
ERI2						
RFC2						
KRT75						
RGS9BP						
SEPT14						
C12orf71						
MRPS31						
CHMP1A						
PRSS37						
MAGOH						
PMM2						
KIAA1429						
PSORS1C1						
FAM189B					ONC	
FBXO16						
DNAH2						
ACSL6	ONC					
WDR60						
GALNT14						
PYGM						
CRMP1						
CIAO2A						
TPGS1						
MYL5						
SORBS2						
KRAS	ONC	ONC	ONC	ONC	ONC	
RPS27L						
ANXA13						
UNC5D						TSG
MYH13						
CERK						
F9						
TIGD7						
GYLTL1B						
SPATA8						
MPV17L2						
ALDH1B1						
ZNF749						
OLFML2A						
ATF7IP				TSG		
TCEAL2						
ZFP82						TSG
PCDHGB5						
THEG						
RAB6B						
AAK1						
ZNF287						
CDC14B						
TRIM9						
FAM227B						
TIMD4						
HSPB9						
KIAA0922						
RCOR2						
USP12						TSG
RPF1						
UBA2						
LFNG						
CCDC14						
IRAK1						
ADIG						
PSMA6						
CARMIL3						
TPM1						
TSR1						
DLG1						TSG
MPHOSPH8						
LNP1						
C11orf70						
SLMO1						
WDR3						
USP5						
HIC2						
PCDHB11						
TMSB15B						
CSDE1						
REEP2						
ZMAT5						
SPECC1L						
WISP3						TSG
CARS2						
ZNF646						
ASTE1						
CD320						
ARFGAP2						
SAXO1						
PTGR2						
MTL5						
SMEK1						
CPNE9						
COX7A2						
ZBTB49						
SPCS3						
MRPL23						
ATP5G1						
HOXB3						
RNF5						
BICC1						
CTSW						
ASL						
DCTN5						
C20orf26						
PRSS58						
ACADM						
DHX37						
VPS13D						
C19orf57						
TAF5						
BRE						
IFT80						
OTC						
PNLIP						
CROCC						
IFITM1						
PSMB4						
RUNX2						TSG
FAM47B						
PLA2G1B						
MAMSTR						
NAV3						
EFCAB13						
DFNB31						
TES						TSG
HCFC1						
ECH1						
EPB41L2						
PSMD2						
PIGH						
DOCK3						
SLC25A35						
TSPY1					ONC	
CDK13						
PPL						
MMAA						
MARK1						
NSUN2						
HOGA1						
DOT1L		ONC				
PDE2A						
PARN						
RHOT2						
KRTAP4-9						
OR10H5						
HSPA13						
PPP1R2						
DACT3						
C1QL2						
NR2F6						
IFITM3						
TTC21B						
FAM60A						
BMP3						
SPRR4						
DUSP1						TSG
COMT						
SLC39A2						
KLF16						
IFNGR1		TSG				
RAB3GAP2						
MED6						
PHLDA3						TSG
KIAA1468						
BOLL						
SLC6A20						
CD40LG						
CST11						
LYG2						
LAMTOR5					ONC	
KANK2						
SLC46A1						
CCDC157						
GABRE						
UPF3B						
RETN						
C15orf54						
ZNF430						
GTPBP8						
TEX261						
